,ID,Nachname,Vorname,Adelstitel,Anrede_Titel,Geburtsdatum,Geburtsort,Sterbedatum,Geschlecht,Religion,Beruf,Partei,Profession,is_stem,WP,Von,Bis,Wahlkreis,Bundesland,Liste,Mandatsart
2783,11000912,Höcherl,Hermann,,,31.03.1912,Brennberg,18.05.1989,männlich,katholisch,Rechtsanwalt,CSU,Lawyer,No,4,17.10.1961,17.10.1965,,BAY,,Direktwahl
2784,11000912,Höcherl,Hermann,,,31.03.1912,Brennberg,18.05.1989,männlich,katholisch,Rechtsanwalt,CSU,Lawyer,No,5,19.10.1965,19.10.1969,,BAY,,Direktwahl
2785,11000912,Höcherl,Hermann,,,31.03.1912,Brennberg,18.05.1989,männlich,katholisch,Rechtsanwalt,CSU,Lawyer,No,6,20.10.1969,22.09.1972,,BAY,,Direktwahl
2786,11000912,Höcherl,Hermann,,,31.03.1912,Brennberg,18.05.1989,männlich,katholisch,Rechtsanwalt,CSU,Lawyer,No,7,13.12.1972,13.12.1976,,BAY,,Direktwahl
2787,11000913,Höchst,Josef,,Dr.,03.01.1907,Hagen,11.11.1996,männlich,katholisch,Bauer,CDU,Farmer,No,4,17.10.1961,17.10.1965,,,NRW,Landesliste
2788,11000914,Höck,Wilhelm,,Dr.,21.10.1907,Köln,04.03.1983,männlich,katholisch,Geschäftsführer,CDU,Managing Director,No,2,06.10.1953,06.10.1957,,NDS,,Direktwahl
2789,11000914,Höck,Wilhelm,,Dr.,21.10.1907,Köln,04.03.1983,männlich,katholisch,Geschäftsführer,CDU,Managing Director,No,3,15.10.1957,15.10.1961,,NDS,,Direktwahl
2790,11000915,Höcker,Heinrich,,,15.04.1886,Herford,25.02.1962,männlich,ohne Angaben,Oberbürgermeister,SPD,Lord Mayor,No,1,07.09.1949,07.09.1953,,NRW,,Direktwahl
2791,11000915,Höcker,Heinrich,,,15.04.1886,Herford,25.02.1962,männlich,ohne Angaben,Oberbürgermeister,SPD,Lord Mayor,No,2,06.10.1953,06.10.1957,,NRW,,Direktwahl
2792,11000915,Höcker,Heinrich,,,15.04.1886,Herford,25.02.1962,männlich,ohne Angaben,Oberbürgermeister,SPD,Lord Mayor,No,3,15.10.1957,15.10.1961,,NRW,,Direktwahl
2793,11000916,Höffkes,Peter Wilhelm,,,09.04.1927,Duisburg,28.08.2005,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,8,14.12.1976,04.11.1980,,,BAY,Landesliste
2794,11000916,Höffkes,Peter Wilhelm,,,09.04.1927,Duisburg,28.08.2005,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,9,04.11.1980,29.03.1983,,,BAY,Landesliste
2795,11000916,Höffkes,Peter Wilhelm,,,09.04.1927,Duisburg,28.08.2005,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,10,29.03.1983,18.02.1987,,BAY,,Direktwahl
2796,11000916,Höffkes,Peter Wilhelm,,,09.04.1927,Duisburg,28.08.2005,männlich,evangelisch,Rechtsanwalt,CSU,Lawyer,No,11,18.02.1987,20.12.1990,,BAY,,Direktwahl
2797,11000917,Höfler,Heinrich,,,16.02.1897,Schwetzinger,21.10.1963,männlich,katholisch,Caritasdirektor,CDU,Caritas Director,No,1,07.09.1949,07.09.1953,,BAD,,Direktwahl
2798,11000917,Höfler,Heinrich,,,16.02.1897,Schwetzinger,21.10.1963,männlich,katholisch,Caritasdirektor,CDU,Caritas Director,No,2,06.10.1953,06.10.1957,,BWG,,Direktwahl
2799,11000917,Höfler,Heinrich,,,16.02.1897,Schwetzinger,21.10.1963,männlich,katholisch,Caritasdirektor,CDU,Caritas Director,No,3,15.10.1957,15.10.1961,,BWG,,Direktwahl
2800,11000917,Höfler,Heinrich,,,16.02.1897,Schwetzinger,21.10.1963,männlich,katholisch,Caritasdirektor,CDU,Caritas Director,No,4,17.10.1961,21.10.1963,,BWG,,Direktwahl
2801,11000918,Hoegner,Wilhelm,,Dr.,23.09.1887,München,05.03.1980,männlich,ohne Angaben,Ministerpräsident a. D.,SPD,Former Prime Minister,No,4,17.10.1961,04.01.1962,,,BAY,Landesliste
2802,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,3,15.10.1957,15.10.1961,,HES,,Direktwahl
2803,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,4,17.10.1961,17.10.1965,,HES,,Direktwahl
2804,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,5,19.10.1965,19.10.1969,,HES,,Direktwahl
2805,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,6,20.10.1969,22.09.1972,,HES,,Direktwahl
2806,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,7,13.12.1972,13.12.1976,,HES,,Direktwahl
2807,11000919,Höhmann,Egon,,,29.09.1926,Sandershausen,19.01.1979,männlich,ohne Angaben,"Lehrer a. D., Parl. Staatssekretär b. Bundesmin. für innerdeutsche Beziehung",SPD,"Former Teacher, Parliamentary State Secretary at the Federal Ministry for Inner-German Relations",No,8,14.12.1976,19.01.1979,,HES,,Direktwahl
2808,11000920,Höhne,Franz,,,13.06.1904,Regensburg,16.11.1980,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,1,07.09.1949,07.09.1953,,,BAY,Landesliste
2809,11000920,Höhne,Franz,,,13.06.1904,Regensburg,16.11.1980,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,2,06.10.1953,06.10.1957,,,BAY,Landesliste
2810,11000920,Höhne,Franz,,,13.06.1904,Regensburg,16.11.1980,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,3,15.10.1957,15.10.1961,,,BAY,Landesliste
2811,11000920,Höhne,Franz,,,13.06.1904,Regensburg,16.11.1980,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,4,17.10.1961,17.10.1965,,,BAY,Landesliste
2812,11000920,Höhne,Franz,,,13.06.1904,Regensburg,16.11.1980,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,5,19.10.1965,19.10.1969,,,BAY,Landesliste
2813,11000921,Höll,Barbara,,Dr.,26.12.1957,"Coswig / Anhalt, Krs. Roßlau, Bez. Halle",,weiblich,Atheistin,Dipl.-Philosophin,DIE LINKE.,Graduate Philosopher (female),No,12,20.12.1990,10.11.1994,,,SAC,Landesliste
2814,11000921,Höll,Barbara,,Dr.,26.12.1957,"Coswig / Anhalt, Krs. Roßlau, Bez. Halle",,weiblich,Atheistin,Dipl.-Philosophin,DIE LINKE.,Graduate Philosopher (female),No,13,10.11.1994,26.10.1998,,,SAC,Landesliste
2815,11000921,Höll,Barbara,,Dr.,26.12.1957,"Coswig / Anhalt, Krs. Roßlau, Bez. Halle",,weiblich,Atheistin,Dipl.-Philosophin,DIE LINKE.,Graduate Philosopher (female),No,14,26.10.1998,17.10.2002,,,SAC,Landesliste
2816,11000921,Höll,Barbara,,Dr.,26.12.1957,"Coswig / Anhalt, Krs. Roßlau, Bez. Halle",,weiblich,Atheistin,Dipl.-Philosophin,DIE LINKE.,Graduate Philosopher (female),No,16,18.10.2005,27.10.2009,,,SAC,Landesliste
2817,11000921,Höll,Barbara,,Dr.,26.12.1957,"Coswig / Anhalt, Krs. Roßlau, Bez. Halle",,weiblich,Atheistin,Dipl.-Philosophin,DIE LINKE.,Graduate Philosopher (female),No,17,27.10.2009,22.10.2013,,,SAC,Landesliste
2818,11000922,Hölscher,Friedrich,,,22.06.1935,Schwelm,30.12.2013,männlich,ohne Angaben,Kaufmann,FDP,Merchant,No,7,13.12.1972,13.12.1976,,,BWG,Landesliste
2819,11000922,Hölscher,Friedrich,,,22.06.1935,Schwelm,30.12.2013,männlich,ohne Angaben,Kaufmann,FDP,Merchant,No,8,14.12.1976,04.11.1980,,,BWG,Landesliste
2820,11000922,Hölscher,Friedrich,,,22.06.1935,Schwelm,30.12.2013,männlich,ohne Angaben,Kaufmann,FDP,Merchant,No,9,04.11.1980,29.03.1983,,,BWG,Landesliste
2821,11000923,Hölzle,Ernst,,,15.08.1913,Sulzbach,01.06.1970,männlich,evangelisch,Bürgermeister,SPD,Mayor,No,5,20.02.1967,19.10.1969,,,BWG,Landesliste
2822,11000924,Hönes,Hannegret,,,16.01.1946,Mollnitz a. d. Elbe,,weiblich,evangelisch,Journalistin,GRÜNE,Journalist (female),No,10,13.04.1985,18.02.1987,,,BWG,Landesliste
2823,11000925,Hönicke,Bertram,,,27.12.1942,Hirschberg / Schlesien,,männlich,evangelisch,Mitglied der Volkskammer,CDU,Member of the People's Chamber,No,11,03.10.1990,20.12.1990,,,***,Volkskammer
2824,11000926,Höpfinger,Stefan,,,06.09.1925,Kraiburg am Inn,16.02.2004,männlich,katholisch,"Diözesesansekretär, Parlamentarischer Staatssekretär a. D.",CSU,"Diocesan Secretary, Former Parliamentary State Secretary",No,8,14.12.1976,04.11.1980,,BAY,,Direktwahl
2825,11000926,Höpfinger,Stefan,,,06.09.1925,Kraiburg am Inn,16.02.2004,männlich,katholisch,"Diözesesansekretär, Parlamentarischer Staatssekretär a. D.",CSU,"Diocesan Secretary, Former Parliamentary State Secretary",No,9,04.11.1980,29.03.1983,,BAY,,Direktwahl
2826,11000926,Höpfinger,Stefan,,,06.09.1925,Kraiburg am Inn,16.02.2004,männlich,katholisch,"Diözesesansekretär, Parlamentarischer Staatssekretär a. D.",CSU,"Diocesan Secretary, Former Parliamentary State Secretary",No,10,29.03.1983,18.02.1987,,BAY,,Direktwahl
2827,11000926,Höpfinger,Stefan,,,06.09.1925,Kraiburg am Inn,16.02.2004,männlich,katholisch,"Diözesesansekretär, Parlamentarischer Staatssekretär a. D.",CSU,"Diocesan Secretary, Former Parliamentary State Secretary",No,11,18.02.1987,20.12.1990,,BAY,,Direktwahl
2828,11000927,Höpker-Aschoff,Hermann,,Dr.,31.01.1883,Herford,15.01.1954,männlich,evangelisch,Präsident des Bundesverfassungsgericht a.D.,FDP,Former President of the Federal Constitutional Court,No,1,07.09.1949,09.09.1951,,,NRW,Landesliste
2829,11000928,Hörauf,Fritz Wilhelm,,,10.05.1908,Nürnberg,24.04.1991,männlich,ohne Angaben,Werkmeister,SPD,Foreman,Yes,2,06.10.1953,06.10.1957,,,BAY,Landesliste
2830,11000928,Hörauf,Fritz Wilhelm,,,10.05.1908,Nürnberg,24.04.1991,männlich,ohne Angaben,Werkmeister,SPD,Foreman,Yes,3,15.10.1957,15.10.1961,,,BAY,Landesliste
2831,11000928,Hörauf,Fritz Wilhelm,,,10.05.1908,Nürnberg,24.04.1991,männlich,ohne Angaben,Werkmeister,SPD,Foreman,Yes,4,17.10.1961,17.10.1965,,,BAY,Landesliste
2832,11000928,Hörauf,Fritz Wilhelm,,,10.05.1908,Nürnberg,24.04.1991,männlich,ohne Angaben,Werkmeister,SPD,Foreman,Yes,5,19.10.1965,19.10.1969,,,BAY,Landesliste
2833,11000929,Hörmann,Hans,,,07.08.1926,Penzberg,29.07.2011,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,4,17.10.1961,17.10.1965,,,BWG,Landesliste
2834,11000929,Hörmann,Hans,,,07.08.1926,Penzberg,29.07.2011,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,5,19.10.1965,19.10.1969,,,BWG,Landesliste
2835,11000929,Hörmann,Hans,,,07.08.1926,Penzberg,29.07.2011,männlich,ohne Angaben,Geschäftsführer,SPD,Managing Director,No,6,20.10.1969,22.09.1972,,,BWG,Landesliste
2836,11000930,Hörnemann,Heinrich,,,16.07.1906,Gescher,29.09.1977,männlich,katholisch,Landwirt,CDU,Farmer,No,4,17.10.1961,17.10.1965,,NRW,,Direktwahl
2837,11000930,Hörnemann,Heinrich,,,16.07.1906,Gescher,29.09.1977,männlich,katholisch,Landwirt,CDU,Farmer,No,5,19.10.1965,19.10.1969,,NRW,,Direktwahl
2838,11000931,Hörsken,Heinz-Adolf,,,06.08.1938,Oberhausen,23.02.1996,männlich,katholisch,Schlosser,CDU,Locksmith,Yes,12,20.12.1990,10.11.1994,,,HES,Landesliste
2839,11000931,Hörsken,Heinz-Adolf,,,06.08.1938,Oberhausen,23.02.1996,männlich,katholisch,Schlosser,CDU,Locksmith,Yes,13,10.11.1994,23.02.1996,Groß-Gerau,HES,HES,Direktwahl
2840,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,11,18.02.1987,20.12.1990,,RPF,,Direktwahl
2841,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,12,20.12.1990,10.11.1994,,RPF,,Direktwahl
2842,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,13,10.11.1994,26.10.1998,Montabaur,RPF,RPF,Direktwahl
2843,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,14,26.10.1998,17.10.2002,Montabaur,RPF,RPF,Landesliste
2844,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,15,17.10.2002,18.10.2005,Montabaur,RPF,,Direktwahl
2845,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,16,18.10.2005,27.10.2009,Montabaur,RPF,,Direktwahl
2846,11000932,Hörster,Joachim,,,26.03.1945,Lautzenbrücken / Westerwaldkreis,30.12.2020,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,17,27.10.2009,22.10.2013,Montabaur,RPF,,Direktwahl
2847,11000933,Hösl,Alex,,,09.08.1919,Nordheim v.d. Rhön,20.03.1977,männlich,katholisch,Werkzeugdreher,CSU,Lathe Operator,Yes,4,17.10.1961,17.10.1965,,BAY,,Direktwahl
2848,11000933,Hösl,Alex,,,09.08.1919,Nordheim v.d. Rhön,20.03.1977,männlich,katholisch,Werkzeugdreher,CSU,Lathe Operator,Yes,5,19.10.1965,19.10.1969,,BAY,,Direktwahl
2849,11000933,Hösl,Alex,,,09.08.1919,Nordheim v.d. Rhön,20.03.1977,männlich,katholisch,Werkzeugdreher,CSU,Lathe Operator,Yes,6,20.10.1969,22.09.1972,,BAY,,Direktwahl
2850,11000933,Hösl,Alex,,,09.08.1919,Nordheim v.d. Rhön,20.03.1977,männlich,katholisch,Werkzeugdreher,CSU,Lathe Operator,Yes,7,13.12.1972,13.12.1976,,BAY,,Direktwahl
2851,11000933,Hösl,Alex,,,09.08.1919,Nordheim v.d. Rhön,20.03.1977,männlich,katholisch,Werkzeugdreher,CSU,Lathe Operator,Yes,8,14.12.1976,20.03.1977,,BAY,,Direktwahl
2852,11000934,Hoffacker,Paul,,Dr.,24.11.1930,Wesel-Büderich,01.04.2023,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,8,14.12.1976,04.11.1980,,,NRW,Landesliste
2853,11000934,Hoffacker,Paul,,Dr.,24.11.1930,Wesel-Büderich,01.04.2023,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,9,21.12.1982,29.03.1983,,,NRW,Landesliste
2854,11000934,Hoffacker,Paul,,Dr.,24.11.1930,Wesel-Büderich,01.04.2023,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,10,29.03.1983,18.02.1987,,NRW,,Direktwahl
2855,11000934,Hoffacker,Paul,,Dr.,24.11.1930,Wesel-Büderich,01.04.2023,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,11,18.02.1987,20.12.1990,,,NRW,Landesliste
2856,11000934,Hoffacker,Paul,,Dr.,24.11.1930,Wesel-Büderich,01.04.2023,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,12,20.12.1990,10.11.1994,,,NRW,Landesliste
2857,11000935,Hoffie,Klaus-Jürgen,,,14.10.1936,Königsberg / Ostpreußen,,männlich,ohne Angaben,"Journalist, Public Relation- Menager",FDP,"Journalist, Public Relations Manager",No,7,13.12.1972,13.12.1976,,,HES,Landesliste
2858,11000935,Hoffie,Klaus-Jürgen,,,14.10.1936,Königsberg / Ostpreußen,,männlich,ohne Angaben,"Journalist, Public Relation- Menager",FDP,"Journalist, Public Relations Manager",No,8,14.12.1976,04.11.1980,,,HES,Landesliste
2859,11000935,Hoffie,Klaus-Jürgen,,,14.10.1936,Königsberg / Ostpreußen,,männlich,ohne Angaben,"Journalist, Public Relation- Menager",FDP,"Journalist, Public Relations Manager",No,9,04.11.1980,25.06.1981,,,HES,Landesliste
2860,11000935,Hoffie,Klaus-Jürgen,,,14.10.1936,Königsberg / Ostpreußen,,männlich,ohne Angaben,"Journalist, Public Relation- Menager",FDP,"Journalist, Public Relations Manager",No,10,29.03.1983,18.02.1987,,,HES,Landesliste
2861,11000936,Hoffmann,Curt,,Dr.,16.11.1897,Greifenhagen / Pommern,29.11.1961,männlich,ohne Angaben,Handelskammersyndikus a. D.,FDP,Former Chamber of Commerce Syndic,No,1,15.06.1951,07.09.1953,,,SWH,Landesliste
2862,11000937,Hoffmann,Hans-Joachim,,,12.02.1945,Lichtenfels / Oberfranken,31.07.2024,männlich,katholisch,"Bankkaufmann, Diplomökonom",SPD,"Bank Clerk, Graduate Economist",No,8,14.12.1976,04.11.1980,,SLD,,Direktwahl
2863,11000937,Hoffmann,Hans-Joachim,,,12.02.1945,Lichtenfels / Oberfranken,31.07.2024,männlich,katholisch,"Bankkaufmann, Diplomökonom",SPD,"Bank Clerk, Graduate Economist",No,9,04.11.1980,29.03.1983,,SLD,,Direktwahl
2864,11000937,Hoffmann,Hans-Joachim,,,12.02.1945,Lichtenfels / Oberfranken,31.07.2024,männlich,katholisch,"Bankkaufmann, Diplomökonom",SPD,"Bank Clerk, Graduate Economist",No,10,29.03.1983,11.04.1985,,SLD,,Direktwahl
2865,11000938,Hoffmann,Ingeborg,,,26.11.1923,Prag,24.04.2012,weiblich,evangelisch,Hoteliere,CDU,Hotel Owner (female),No,8,14.12.1976,04.11.1980,,NDS,,Direktwahl
2866,11000938,Hoffmann,Ingeborg,,,26.11.1923,Prag,24.04.2012,weiblich,evangelisch,Hoteliere,CDU,Hotel Owner (female),No,9,04.11.1980,29.03.1983,,NDS,,Direktwahl
2867,11000938,Hoffmann,Ingeborg,,,26.11.1923,Prag,24.04.2012,weiblich,evangelisch,Hoteliere,CDU,Hotel Owner (female),No,10,29.03.1983,18.02.1987,,NDS,,Direktwahl
2868,11000938,Hoffmann,Ingeborg,,,26.11.1923,Prag,24.04.2012,weiblich,evangelisch,Hoteliere,CDU,Hotel Owner (female),No,11,18.02.1987,20.12.1990,,NDS,,Direktwahl
2869,11000939,Hoffmann,Johannes,,,05.09.1889,Hönningen,25.02.1960,männlich,katholisch,"Dipl.-Landwirt, Landwirtschaftslehrer",FU,"Graduate Farmer, Agricultural Teacher",No,1,07.08.1951,07.09.1953,,,NRW,Landesliste
2870,11000940,Hoffmann,Karl,,Dr.,11.03.1901,Bremen,17.07.1981,männlich,ohne Angaben,Fabrikant,FDP,Manufacturer,Yes,1,07.09.1949,07.09.1953,,,BAD,Landesliste
2871,11000940,Hoffmann,Karl,,Dr.,11.03.1901,Bremen,17.07.1981,männlich,ohne Angaben,Fabrikant,FDP,Manufacturer,Yes,2,06.10.1953,06.10.1957,,,BWG,Landesliste
2872,11000941,Hofmann,Josef,,Dr.,23.03.1927,Hausen,13.08.2016,männlich,katholisch,"Rechtsanwalt, Erster Bürgermeister",CDU,"Lawyer, First Mayor",No,5,19.10.1965,19.10.1969,,RPF,,Direktwahl
2873,11000942,Hofmann,Karl,,,11.07.1926,Pilnikau / Sudetenland,18.01.2012,männlich,katholisch,Studienrat a. D.,SPD,Former Teacher (secondary school),No,5,19.10.1965,19.10.1969,,BAY,,Direktwahl
2874,11000942,Hofmann,Karl,,,11.07.1926,Pilnikau / Sudetenland,18.01.2012,männlich,katholisch,Studienrat a. D.,SPD,Former Teacher (secondary school),No,6,20.10.1969,22.09.1972,,BAY,,Direktwahl
2875,11000942,Hofmann,Karl,,,11.07.1926,Pilnikau / Sudetenland,18.01.2012,männlich,katholisch,Studienrat a. D.,SPD,Former Teacher (secondary school),No,7,13.12.1972,13.12.1976,,BAY,,Direktwahl
2876,11000942,Hofmann,Karl,,,11.07.1926,Pilnikau / Sudetenland,18.01.2012,männlich,katholisch,Studienrat a. D.,SPD,Former Teacher (secondary school),No,8,14.12.1976,04.11.1980,,,BAY,Landesliste
2877,11000942,Hofmann,Karl,,,11.07.1926,Pilnikau / Sudetenland,18.01.2012,männlich,katholisch,Studienrat a. D.,SPD,Former Teacher (secondary school),No,9,04.11.1980,29.03.1983,,,BAY,Landesliste
2878,11000943,Hohl,Heinrich,,,19.01.1900,Erksdorf,29.12.1968,männlich,evangelisch,"Landwirt, Bürgermeister",CDU,"Farmer, Mayor",No,1,03.11.1949,07.09.1953,,,HES,Landesliste
2879,11000944,Holkenbrink,Heinrich,,,23.01.1920,Handorf,29.11.1998,männlich,katholisch,Studienrat,CDU,Teacher (secondary school),No,4,17.10.1961,17.10.1965,,,RPF,Landesliste
2880,11000944,Holkenbrink,Heinrich,,,23.01.1920,Handorf,29.11.1998,männlich,katholisch,Studienrat,CDU,Teacher (secondary school),No,5,19.10.1965,17.07.1967,,RPF,,Direktwahl
2881,11000945,Holla,Ernst,,,24.06.1888,Krefeld,18.03.1963,männlich,katholisch,Bäckermeister,CDU,Master Baker,No,2,06.10.1953,06.10.1957,,NRW,,Direktwahl
2882,11000945,Holla,Ernst,,,24.06.1888,Krefeld,18.03.1963,männlich,katholisch,Bäckermeister,CDU,Master Baker,No,3,15.10.1957,15.10.1961,,NRW,,Direktwahl
2883,11000946,Hollerith,Josef,,,10.03.1955,München,,männlich,katholisch,Geschäftsführer,CSU,Managing Director,No,12,20.12.1990,10.11.1994,,,BAY,Landesliste
2884,11000946,Hollerith,Josef,,,10.03.1955,München,,männlich,katholisch,Geschäftsführer,CSU,Managing Director,No,13,10.11.1994,26.10.1998,Altötting,BAY,BAY,Direktwahl
2885,11000946,Hollerith,Josef,,,10.03.1955,München,,männlich,katholisch,Geschäftsführer,CSU,Managing Director,No,14,26.10.1998,17.10.2002,Altötting,BAY,,Direktwahl
2886,11000947,Holsteg,Erwin,,,22.10.1920,Brünen,02.04.2005,männlich,evangelisch,"Agraringenieur, Landwirt",FDP,"Agricultural Engineer, Farmer",Yes,9,04.11.1980,29.03.1983,,,NRW,Landesliste
2887,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,7,13.12.1972,13.12.1976,,NRW,,Direktwahl
2888,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,8,14.12.1976,04.11.1980,,NRW,,Direktwahl
2889,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,9,04.11.1980,29.03.1983,,NRW,,Direktwahl
2890,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,10,29.03.1983,18.02.1987,,,NRW,Landesliste
2891,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,11,18.02.1987,20.12.1990,,,NRW,Landesliste
2892,11000948,Holtz,Uwe,,Dr.,19.03.1944,Graudenz,,männlich,evangelisch,"Professor, Historiker, Romanistik",SPD,"Professor, Historian, Romance Studies",No,12,20.12.1990,10.11.1994,,,NRW,Landesliste
2893,11000949,Holz,Joachim,,,27.06.1944,Salzwedel / Sachsen-Anhalt,,männlich,evangelisch,Dipl.-Agraringenieur,CDU,Graduate Agricultural Engineer,Yes,11,03.10.1990,20.12.1990,,,***,Volkskammer
2894,11000950,Holzapfel,Friedrich,,Dr.,20.07.1900,Bielefeld,15.11.1969,männlich,ohne Angaben,Handwerkskammersyndikus a. D.,CDU,Former Chamber of Crafts Syndic,No,1,07.09.1949,20.01.1953,,NRW,,Direktwahl
2895,11000951,Holzmeister,Lieselotte,,,08.02.1921,Iserlohn,29.06.1994,weiblich,katholisch,Verlagskauffrau,CDU,Publishing Clerk (female),No,5,05.02.1968,19.10.1969,,,RPF,Landesliste
2896,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,12,20.12.1990,10.11.1994,,,BWG,Landesliste
2897,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,13,10.11.1994,26.10.1998,Ulm,BWG,BWG,Landesliste
2898,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,14,26.10.1998,17.10.2002,Ulm,BWG,BWG,Landesliste
2899,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,15,17.10.2002,18.10.2005,,,BWG,Landesliste
2900,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,16,18.10.2005,27.10.2009,,,BWG,Landesliste
2901,11000952,Homburger,Birgit,,,11.04.1965,"Singen / Hohentwiel, Krs. Konstanz, B.-Württemberg",,weiblich,römisch-katholisch,Dipl.-Verwaltungswissenschaftlerin,FDP,Graduate Administrative Scientist (female),No,17,27.10.2009,22.10.2013,,,BWG,Landesliste
2902,11000953,Hoogen,Matthias,,,25.06.1904,Straelen / Niederrhein,13.07.1985,männlich,katholisch,Rechtsanwalt,CDU,Lawyer,No,1,07.09.1949,07.09.1953,,NRW,,Direktwahl
